emg1,emg2,emg3,emg4,emg5,output
22,22,22,22,22,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,22,22,22,22,pinky_close
22,22,22,22,22,pinky_close
22,22,22,22,22,pinky_close
22,22,22,22,22,pinky_close
22,22,22,22,22,pinky_close
22,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
22,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
24,24,24,26,26,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
28,28,28,28,28,pinky_close
28,28,28,28,30,pinky_close
30,30,30,30,32,pinky_close
32,32,32,30,30,pinky_close
30,30,30,30,30,pinky_close
30,30,30,30,30,pinky_close
30,30,30,28,28,pinky_close
28,28,28,28,28,pinky_close
28,28,28,28,28,pinky_close
28,28,28,28,28,pinky_close
28,28,28,28,28,pinky_close
28,28,28,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,24,24,24,pinky_close
24,24,24,24,24,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,26,26,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,22,22,pinky_close
22,22,22,22,22,pinky_close
22,22,22,22,22,pinky_close
20,22,20,20,20,pinky_close
20,20,20,20,20,pinky_close
20,20,20,20,20,pinky_close
20,20,20,18,18,pinky_close
18,18,18,18,18,pinky_close
18,18,18,18,18,pinky_close
18,18,18,18,18,pinky_close
18,18,18,18,18,pinky_close
18,18,18,18,20,pinky_close
20,20,20,20,20,pinky_close
20,22,22,22,22,pinky_close
22,22,22,22,22,pinky_close
22,22,22,22,22,pinky_close
22,22,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,26,26,26,pinky_close
26,26,26,26,26,pinky_close
26,26,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
24,24,24,24,24,pinky_close
